StaffId;TeamId;First Name;Last Name;Nick Name;Date Of Birth;Birthcity;Birthstate;Nationality_One;Nationality_Two;Nationality_Three;Retired
711;62;Leonard;Taylor;;1939-2-9;Blanco;TX;The United States;;;0
712;62;Cecil;Matthews;;1939-10-13;Manchester;NH;The United States;;;0
713;62;Michael;Abberley;;1948-5-15;Chester;PA;The United States;;;0
714;62;Steffen;Sloan;;1939-7-10;Lincoln;MA;The United States;;;0
715;63;Deron;Westbrooks;;1939-7-25;Comstock Park;MI;The United States;;;0
716;63;Don;Sorley;;1939-3-20;Los Angeles;CA;The United States;;;0
717;63;Tom;Devonald;;1939-1-9;Bradenton;FL;The United States;;;0
718;63;Ronald;Stevenson;;1939-7-18;Overland Park;KS;The United States;;;0
719;63;Paul;Truman;;1939-6-4;Mango;FL;The United States;;;0
720;63;Ken;Gardner;;1939-4-22;Ramsey;MN;The United States;;;0
721;63;Colt;Camper;;1943-1-12;Detroit;MI;The United States;;;0
722;63;Michael;Keedwell;;1944-3-20;Cotati;CA;The United States;;;0
723;63;Aaron;Hardingham;;1943-12-1;London;ENG;England;;;0
724;63;Harley;Bauza;;1939-12-23;Anaheim;CA;The United States;;;0
725;63;Richard;Parkinson;;1939-12-29;Baldwin;WI;The United States;;;0
726;63;Jeffery;Lucas;;1942-7-7;Grand Rapids;MI;The United States;;;0
727;63;Abe;Gatehouse;;1945-9-29;Lacey;WA;The United States;;;0
728;65;Walt;Schneider;;1939-12-26;Clarks Green;PA;The United States;;;0
729;65;Pat;Goffredo;;1939-10-7;Norfolk;VA;The United States;;;0
730;65;René;Houben;;1939-6-7;Coevorden;DRE;The Netherlands;;;0
731;65;Tim;Weatherall;;1939-6-22;Newark;NJ;The United States;;;0
732;65;Artie;Seeber;;1948-9-2;New York;NY;The United States;;;0
733;65;Walter;Yoxall;;1939-10-21;Dayton;OH;The United States;;;0
734;65;Robert;Clemmer;;1939-8-14;Brooklyn;IN;The United States;;;0
735;65;Nelson;Ferguson;;1939-12-13;San Diego;CA;The United States;;;0
736;65;Marvin;Lunday;;1939-11-23;Brownwood;TX;The United States;;;0
737;-1;Johnny;Detwiler;;1944-10-19;Mesa;AZ;The United States;;;0
738;65;Alvin;Guthrie;;1939-11-17;Gonzales;CA;The United States;;;0
739;65;Tyler;Nolan;;1939-4-24;Brooklyn;NY;The United States;;;0
740;65;Jeff;Woods;;1939-6-18;Villas;FL;The United States;;;0
741;66;Al;Billings;;1939-11-4;Clawson;MI;The United States;;;0
742;66;Corey;Lambourne;;1945-5-3;Los Angeles;CA;The United States;;;0
743;66;Ed;Pike;;1939-12-30;Oxford;OH;The United States;;;0
744;66;Alan;Tomlinson;;1939-11-9;North Royalton;OH;The United States;;;0
745;66;Bob;Dynan;;1939-8-24;Delafield;WI;The United States;;;0
746;66;Zander;O'Slattery;;1942-1-7;Glendale;CA;The United States;;;0
747;66;Gerardus;de Ruijter;;1939-3-11;Rijswijk;ZUI;The Netherlands;;;0
748;66;Doug;McHugh;;1948-9-8;El Jebel;CO;The United States;;;0
749;66;Kevin;White;;1939-1-13;Austin;TX;The United States;;;0
750;66;Alex;Hinkle;;1939-5-7;White Plains;MD;The United States;;;0
751;66;Art;Mason;;1939-10-31;Paradise;NV;The United States;;;0
752;66;Jim;Deese;;1939-6-8;North Decatur;GA;The United States;;;0
753;66;Jimmy;Egger;;1939-2-9;Modesto;CA;The United States;;;0
754;68;Greg;Mauldin;;1939-7-27;Hanford;CA;The United States;;;0
755;68;Lilian;Moreau;;1939-6-27;Saint-Denis;ÎLE;France;;;0
756;68;José;Dorado;;1939-9-3;Benidorm;ALI;Spain;;;0
757;68;Artie;O'Carry;;1939-4-9;Ontario;CA;The United States;;;0
758;68;Bill;Fortson;;1939-11-14;Solon;OH;The United States;;;0
759;68;Matt;Ryan;;1939-12-2;Lincoln;NE;The United States;;;0
760;68;Alan;Devito;;1939-1-10;Berkeley;CA;The United States;;;0
761;68;Dan;Ballou;;1939-8-1;Philadelphia;PA;The United States;;;0
762;68;Carlos;Snelling;;1948-11-27;Tucson;AZ;The United States;;;0
763;68;Jonathan;Dalzell;;1939-12-26;Willingboro Township;NJ;The United States;;;0
764;68;Oscar;O'Connor;;1939-5-5;Hamptons at Boca Raton;FL;The United States;;;0
765;68;Randall;Rose;;1939-8-1;South Portland;ME;The United States;;;0
766;68;Don;Dotson;;1946-6-10;Nashville;TN;The United States;;;0
767;68;Brian;Kessel;;1945-1-28;Lake Marcel-Stillwater;WA;The United States;;;0
768;69;Steven;Walker;;1945-9-6;Huntingburg;IN;The United States;;;0
769;69;Patrick;Beauclerc;;1947-11-16;Pompano Beach;FL;The United States;;;0
770;69;Rio;Pedlar;;1947-12-4;Shorewood;WI;The United States;;;0
771;69;Wayne;Brasher;;1939-12-23;Colorado Springs;CO;The United States;;;0
772;69;Michael;Lay;;1939-10-23;Coconut Creek;FL;The United States;;;0
773;69;Daniel;Storey;;1939-1-28;Malden;MA;The United States;;;0
774;69;Bryce;Stout;;1939-6-10;Cheyenne;WY;The United States;;;0
775;69;Oliver;Wakeford;;1939-11-29;Bristol;ENG;England;;;0
776;69;John;Musgrove;;1939-8-12;New York;NY;The United States;;;0
777;69;Paul;Blanchard;;1939-12-20;Suffolk;VA;The United States;;;0
778;69;Steven;Bopp;;1939-3-3;Detroit;MI;The United States;;;0
779;69;Darrel;Byler;;1948-9-28;Cicero;NY;The United States;;;0
780;69;Frank;Walch;;1939-2-13;East Rockaway;NY;The United States;;;0
781;70;Phil;Brewer;;1939-6-3;Chelsea;MA;The United States;;;0
782;70;Jorge;Suarez;;1944-11-13;San Diego;CA;The United States;;;0
783;70;Donald;Klein;;1939-5-22;Stony Point;NC;The United States;;;0
784;70;Don;Breary;;1945-7-16;Westview;FL;The United States;;;0
785;70;Bob;Mathews;;1946-10-27;Wooster;OH;The United States;;;0
786;70;Jonathan;Clark;;1946-7-11;Quinlan;TX;The United States;;;0
787;70;Mike;Swanson;;1939-11-9;South Riding;VA;The United States;;;0
788;70;David;Hughes;;1939-3-18;Corpus Christi;TX;The United States;;;0
789;70;Steve;Charles;;1939-7-26;Orlando;FL;The United States;;;0
790;70;Jack;Ames;;1939-1-20;Knob Noster;MO;The United States;;;0
791;70;Mike;Owens;;1942-4-15;Redondo Beach;CA;The United States;;;0
792;70;Pedro;Gonzales;;1939-10-9;Dallas;TX;The United States;;;0
793;70;Virgil;Simon;;1947-7-6;Wauwatosa;WI;The United States;;;0
794;71;Adam;Chambers;;1939-11-6;Greenfield;WI;The United States;;;0
795;71;Daniel;Malone;;1939-9-3;Charlotte;NC;The United States;;;0
796;71;Kevin;Wagner;;1947-7-10;Varel;LOW;Germany;;;0
797;71;Vincent;Winston;;1943-10-23;Sunrise;FL;The United States;;;0
798;71;Robby;Mathis;;1939-11-2;Severna Park;MD;The United States;;;0
799;71;Oscar;Newby;;1939-4-7;Reading;ENG;England;;;0
800;71;Don;Walton;;1939-1-16;Phoenix;AZ;The United States;;;0
801;71;Alec;Horton;;1939-11-1;Plymouth;IL;The United States;;;0
802;71;Ricardo;Hidalgo;;1939-4-18;Leganés;MAD;Spain;;;0
803;71;Andy;Menelly;;1939-2-9;Sheldon;IA;The United States;;;0
804;71;Jeremy;Jones;;1939-10-27;Jupiter;FL;The United States;;;0
805;71;Scott;Langdale;;1944-2-7;New Bedford;MA;The United States;;;0
806;71;Ray;Reynolds;;1946-11-26;Wasco;CA;The United States;;;0
807;71;Paul;Galton;;1939-7-22;Dana Point;CA;The United States;;;0
808;71;Mitch;Webster;;1944-6-29;New Kensington;PA;The United States;;;0
809;72;Ken;Wadsworth;;1939-4-24;Lake Pocotopaug;CT;The United States;;;0
810;72;Artie;Killebrew;;1939-7-22;Edison;NJ;The United States;;;0
811;72;Adam;Mullins;;1939-8-5;Cedar Park;TX;The United States;;;0
812;72;Mike;Potter;;1944-9-18;Jersey City;NJ;The United States;;;0
813;72;Roy;Ballard;;1939-5-3;San Clemente;CA;The United States;;;0
814;72;Ben;Stillman;;1939-4-8;Bradenton;FL;The United States;;;0
815;72;David;Maynard;;1939-9-9;Palos Heights;IL;The United States;;;0
816;72;Bill;Reynolds;;1939-10-10;Buffalo;IA;The United States;;;0
817;72;Terence;Cooper;;1947-9-1;Breckenridge;MN;The United States;;;0
818;72;Alexis;McCormick;;1939-7-12;Ojus;FL;The United States;;;0
819;72;Max;Rainbolt;;1939-7-23;Chicago;IL;The United States;;;0
820;72;Paul;Sallee;;1939-7-3;Minier;IL;The United States;;;0
821;72;Michael;Mitchell;;1939-1-28;Mesa;AZ;The United States;;;0
822;73;Byron;Tracy;;1939-11-28;Buffalo;NY;The United States;;;0
823;73;Jesse;O'Hennessy;;1943-10-31;Corpus Christi;TX;The United States;;;0
824;73;Dennis;Budden;;1944-12-3;Los Angeles;CA;The United States;;;0
825;73;Dave;Theriot;;1939-1-14;Baltimore;MD;The United States;;;0
826;73;Sloan;Blomgren;;1939-6-20;Sun Valley;NV;The United States;;;0
827;73;Paul;Wood;;1946-2-24;Concord;CA;The United States;;;0
828;73;Salvador;Jorge;;1939-10-9;Murcia;MUR;Spain;;;0
829;73;Jack;Bebb;;1939-2-28;Sitka;AK;The United States;;;0
830;73;Larry;McDonald;;1946-6-27;McNair;VA;The United States;;;0
831;73;Alfred;Wheeler;;1939-10-13;Spring Valley;NY;The United States;;;0
832;73;Robbie;Parker;;1943-11-15;Brighton;AL;The United States;;;0
833;73;Andy;Nolan;;1944-1-26;Highland;IN;The United States;;;0
834;73;Abraham;Sutton;;1945-3-14;Berlin;NH;The United States;;;0
835;74;James;Broughton;;1939-7-25;Beaumont;TX;The United States;;;0
836;74;Alan;Bowen;;1946-3-20;Oceanside;CA;The United States;;;0
837;74;Doug;Kennedy;;1948-12-12;East Dublin;GA;The United States;;;0
838;74;Chris;Albertson;;1939-10-9;Parkland;FL;The United States;;;0
839;74;John;Bankhead;;1939-1-29;Sherrelwood;CO;The United States;;;0
840;74;Gil;McGhee;;1939-12-12;Columbus;OH;The United States;;;0
841;74;Glenn;Hawkins;;1939-1-24;South Snyderville Basin;UT;The United States;;;0
842;74;John;Sulley;;1939-12-12;Hobbs;NM;The United States;;;0
843;74;Stan;Roberts;;1939-8-28;Worcester;MA;The United States;;;0
844;74;Rob;Heuer;;1941-7-21;Smithtown;NY;The United States;;;0
845;74;Larry;Greenwood;;1939-8-17;Sellersburg;IN;The United States;;;0
846;74;Javier;Cordero;;1941-4-30;Opal Cliffs;CA;The United States;;;0
847;75;David;Munger;;1939-8-15;Centennial;CO;The United States;;;0
848;75;Tim;Wacker;;1939-12-17;Millersville;MD;The United States;;;0
849;75;Carl;Mann;;1939-6-10;Bonita Springs;FL;The United States;;;0
850;75;Andy;Mattila;;1939-1-30;Metairie;LA;The United States;;;0
851;75;Ron;Martin;;1943-9-3;Huntington;IN;The United States;;;0
852;75;Larry;England;;1939-6-3;Minneapolis;MN;The United States;;;0
853;75;Donald;Vaughn;;1945-10-4;Chicago;IL;The United States;;;0
854;75;Jamie;Wood;;1945-2-11;Northlake;IL;The United States;;;0
855;75;Jeffrey;Newton;;1944-1-31;Sunrise Manor;NV;The United States;;;0
856;75;Dusty;Sweeney;;1939-12-7;Kenova;WV;The United States;;;0
857;75;Hilton;Borer;;1945-1-17;Fresno;CA;The United States;;;0
858;75;Ed;West;;1939-3-12;Lompoc;CA;The United States;;;0
859;75;Edward;Moroney;;1942-6-6;Rockford;IL;The United States;;;0
860;75;Bob;Hatch;;1946-9-21;Burley;ID;The United States;;;0
861;76;Gordon;Thorburn;;1939-3-4;Sanger;CA;The United States;;;0
862;76;Russell;Woodard;;1939-1-12;Cypress Landing;NC;The United States;;;0
863;76;Ken;Christ;;1944-1-4;St. Paul;MN;The United States;;;0
864;76;Zach;Nolan;;1939-7-31;St. Paul;MN;The United States;;;0
865;76;Todd;Thauwald;;1939-10-5;El Paso;TX;The United States;;;0
866;76;Justin;Comfort;;1948-6-7;Portage;MI;The United States;;;0
867;76;Rob;Armistead;;1939-8-9;Placitas;NM;The United States;;;0
868;76;Jeff;Palethorpe;;1939-6-2;Butte;MT;The United States;;;0
869;76;Mitch;Sullivan;;1939-6-19;Killeen;TX;The United States;;;0
870;76;River;Paige;;1948-1-20;Lakeview;CA;The United States;;;0
871;76;Ronald;Janik;;1944-4-17;Charlotte;NC;The United States;;;0
872;76;Robbie;Galloway;;1939-3-15;Orangevale;CA;The United States;;;0
873;76;Joe;Powell;;1939-11-18;Garceno;TX;The United States;;;0
874;76;Daryl;Wotton;;1939-12-10;New York;NY;The United States;;;0
875;77;Brad;Fletcher;;1939-9-1;Menomonie;WI;The United States;;;0
876;77;Lucas;Workman;;1939-10-24;Huron;NY;The United States;;;0
877;77;Pete;McCoy;;1939-11-19;Las Vegas;NV;The United States;;;0
878;77;Justin;Achtymichuk;;1939-2-14;Ottawa;ON;Canada;;;0
879;77;Edgar;Hinkle;;1939-8-17;Anderson Township;OH;The United States;;;0
880;77;Kerry;Heard;;1939-4-6;Newbury Park;CA;The United States;;;0
881;77;Warren;Hartung;;1939-12-26;Tea;SD;The United States;;;0
882;77;Mike;Sergent;;1939-7-16;Burnsville;MN;The United States;;;0
883;77;Stephen;Benson;;1939-8-9;New Canaan;CT;The United States;;;0
884;77;Morgan;Dickinson;;1940-8-7;Phoenix;AZ;The United States;;;0
885;77;David;Powers;;1939-11-19;Lancaster;NY;The United States;;;0
886;77;Bruce;Fritz;;1939-9-2;Lake Magdalene;FL;The United States;;;0
887;77;Abraham;Schmidt;;1943-7-30;West Palm Beach;FL;The United States;;;0
888;154;Hugo;Johansson;;1939-1-15;Stockholm;STO;Germany;;;0
889;154;Ulf;Schaller;;1939-6-20;Weilheim;BAV;Germany;;;0
890;154;Joel;Karlsson;;1939-8-13;Göteborg;VäS;Sweden;;;0
891;154;Vincent;Sackrison;;1939-2-19;Grand Prairie;TX;The United States;;;0
892;154;Kent-Erik;Viktorsson;;1939-6-11;Örebro;ÖRE;Sweden;;;0
893;154;Hampus;Karlsson;;1939-2-18;Boo;STO;Sweden;;;0
894;154;Christian;Nygård;;1939-3-1;Karlstad;VäR;Sweden;;;0
895;154;Kasper;Lund;;1939-2-28;Säter;DAL;Sweden;;;0
896;154;John;Bigos;;1939-4-3;Suitland-Silver Hill;MD;The United States;;;0
897;154;Andreas;Persson;;1947-2-1;Stockholm;STO;Sweden;;;0
898;154;Igor;Vorobyov;;1948-3-30;Berlin;BER;Germany;;;0
899;154;Alexander;Ekdahl;;1939-6-28;Alingsås;VäS;Sweden;;;0
900;154;Fredrik;Gunnarsson;;1939-5-15;Mölnlycke;VäS;Sweden;;;0
901;155;Ingmar;Dalin;;1946-4-7;Stockholm;STO;Sweden;;;0
902;155;Isac;Gustafsson;;1947-2-4;Malmö;SKå;Sweden;;;0
903;155;Fredrik;Hallgren;;1944-12-30;Stockholm;STO;Sweden;;;0
904;155;Larry;Bottomley;;1939-1-15;Albany;OR;The United States;;;0
905;155;Rasmus;Svedberg;;1939-10-30;Eskilstuna;SöD;Sweden;;;0
906;155;Jesper;Jonsson;;1947-9-7;Göteborg;VäS;Sweden;;;0
907;155;Oskar;Bergström;;1939-11-25;Jönköping;JöN;Sweden;;;0
908;155;Isak;Eriksson;;1942-4-27;Stockholm;STO;Sweden;;;0
909;155;Paul;Mincey;;1944-7-1;New York;NY;The United States;;;0
910;155;Sebastian;Göransson;;1939-11-24;Helsingborg;SKå;Sweden;;;0
911;155;Josef;Vesterberg;;1939-7-12;Stockholm;STO;Sweden;;;0
912;155;Kristian ;Ström;;1939-1-16;Örebro;ÖRE;Sweden;;;0
913;155;Michel;Heino;;1946-10-10;Nacka;STO;Sweden;;;0
914;155;Rene;Seppänen;;1939-7-30;Östersund;JäM;Sweden;;;0
915;155;Niklas;Berlin;;1939-10-17;Göteborg;VäS;Sweden;;;0
916;156;Markku;Jurvelin;;1939-9-5;Rovaniemi;LAP;Finland;;;0
917;156;Markus;Kuha;;1944-10-25;Pargas;SOU;Finland;;;0
918;156;Erik;Lindfors;;1941-12-23;Helsingborg;SKå;Sweden;;;0
919;156;Jon;Small;;1941-9-11;Albuquerque;NM;The United States;;;0
920;156;Nicholas;Clark;;1939-5-20;Phoenix;AZ;The United States;;;0
921;156;Anton;Westerberg;;1939-3-8;Stockholm;STO;Sweden;;;0
922;156;Oliver;Larsson;;1939-10-12;Halmstad;HAL;Sweden;;;0
923;156;Linus;Johansson;;1939-5-17;Farsta;STO;Sweden;;;0
924;156;George;Kelley;;1944-5-6;Gainesville;GA;The United States;;;0
925;156;Joel;Berglund;;1939-6-17;Arvika;VäR;Sweden;;;0
926;156;Janne;Koli;;1939-7-22;Kemi;LAP;Finland;;;0
927;156;Lars-Fredrik;Lisinen;;1939-5-1;Helsinki;UUS;Finland;;;0
928;156;Markus;Aarnio;;1939-6-10;Eno;NOR;Finland;;;0
929;156;Oskar;Knutsson;;1940-12-13;Göteborg;VäS;Sweden;;;0
930;157;Mikhail;Grebennikov;;1939-4-16;Orenburg;ORE;Russia;;;0
931;157;Per-Olof;Gustafsson;;1939-2-3;Södertälje;STO;Sweden;;;0
932;157;Leif;Karlsson;;1940-7-4;Sollentuna;STO;Sweden;;;0
933;157;Brian;O'Herlihy;;1939-5-25;Glen Cove;NY;The United States;;;0
934;157;José;Cabrera;;1939-4-13;Mayfield;NY;The United States;;;0
935;157;Cole;Bergen;;1939-1-11;New York;NY;The United States;;;0
936;157;Viktor;Olsson;;1939-5-4;Eslöv;SKå;Sweden;;;0
937;157;Kenny;Nyman;;1944-10-12;Stockholm;STO;Sweden;;;0
938;157;Denis;Yakushkov;;1945-12-15;Vladimir;VLA;Russia;;;0
939;157;Alfred;Hultgren;;1939-11-17;Tyringe;SKå;Sweden;;;0
940;157;Sergey;Loshak;;1939-11-15;Kislovodsk;STA;Russia;;;0
941;157;Dmitry;Chalyshev;;1942-6-14;Rubtsovsk;ALT;Russia;;;0
942;157;Nikita;Nagdayev;;1941-8-20;Ordynskoye;NOV;Russia;;;0
943;157;Andrey;Zaitsev;;1939-5-31;Moscow;MOS;Russia;;;0
944;158;Dan;Nyström;;1939-6-12;Ludvika;DAL;Czech Republic;;;0
945;158;Nils;Melkersson;;1939-6-22;Nacka;STO;Sweden;;;0
946;158;Filip;Lindskog;;1945-7-10;Nyköping;SöD;Sweden;;;0
947;158;Kenny;Johansson;;1939-12-24;Vallentuna;STO;Sweden;;;0
948;158;Viktor;Jonsson;;1939-12-18;Stockholm;STO;Sweden;;;0
949;158;Lauri-Matti;Paloniemi;;1939-11-17;Falköping;VäS;Sweden;;;0
950;158;Hampus;Andersson;;1939-8-14;Huddinge;STO;Sweden;;;0
951;158;Viktor;Granström;;1939-12-31;Värmdö;STO;Sweden;;;0
952;158;Jesper;Klasson;;1939-5-31;Göteborg;VäS;Sweden;;;0
953;158;Inge;Nordin;;1945-2-9;Upplands-Väsby;STO;Sweden;;;0
954;158;Gert;Ericsson;;1939-10-30;Halmstad;HAL;Sweden;;;0
955;158;Milan;Braun;;1939-9-10;Komarov;STR;Czech Republic;;;0
956;158;John;Sandin;;1939-7-17;Eksjö;JöN;Sweden;;;0
957;159;Michal;Bulla;;1946-5-13;Kosice;KOS;Slovakia;;;0
958;159;Denis;Hallin;;1939-2-27;Gävle;GäV;Slovakia;;;0
959;159;Lorenzo;Sasa;;1939-4-9;Laval;QC;Canada;;;0
960;159;Carl;Ahlqvist;;1939-11-29;Boden;NOR;Sweden;;;0
961;159;Martin;Wiman;;1946-12-26;Stockholm;STO;Sweden;;;0
962;159;Joe;Hillock;;1943-8-2;Norfolk;VA;The United States;;;0
963;159;Daniel;Norstedt;;1946-9-24;Gislaved;JöN;Sweden;;;0
964;159;Carl;Mellberg;;1943-1-18;Farsta;STO;Sweden;;;0
965;159;Axel;Davidsson;;1939-7-28;Avesta;DAL;Sweden;;;0
966;159;Jaroslav;Bokor;;1948-4-16;Krompachy;KOS;Slovakia;;;0
967;159;Casper;Bondesson;;1939-10-13;Piteå;NOR;Sweden;;;0
968;159;Rasmus;Widell;;1946-9-19;Stockholm;STO;Sweden;;;0
969;159;Linus;Björkström;;1939-12-25;Lund;SKå;Sweden;;;0
970;160;Oleh;Sosedko;;1940-8-14;Borisov;MIN;Belarus;;;0
971;160;Dennis;Andersson;;1940-11-29;Stockholm;STO;Belarus;;;0
972;160;Kevin;Manley;;1939-4-11;Connersville;IN;The United States;;;0
973;160;Alexander;Söderberg;;1944-2-14;Sollentuna;STO;Sweden;;;0
974;160;Adrian;Johannesson;;1939-9-21;Göteborg;VäS;Sweden;;;0
975;160;Steve;Moose;;1939-12-19;Moravian Falls;NC;The United States;;;0
976;160;Tony;Hyde;;1943-12-9;Collierville;TN;The United States;;;0
977;160;Jonas;Lif;;1941-7-5;Malmö;SKå;Sweden;;;0
978;160;Linus;Wikander;;1945-7-11;Stockholm;STO;Sweden;;;0
979;160;Christian;Strid;;1946-12-29;Partille;VäS;Sweden;;;0
980;160;Tobias;Mattsson;;1943-11-2;Höganäs;SKå;Sweden;;;0
981;160;Maksim;Mikhailov;;1942-9-6;Minsk;MIN;Belarus;;;0
982;160;Alyaksandr;Zhylka;;1939-10-8;Vileika;MIN;Belarus;;;0
983;160;Olle;Carlsson;;1939-9-16;Heby;UPP;Sweden;;;0
984;161;Jacopo;Baselgia;;1939-11-25;Lugano;TI;Switzerland;;;0
985;161;Lukas;Gustafsson;;1946-3-25;Göteborg;VäS;Switzerland;;;0
986;161;Matt;Nolan;;1939-8-12;Vancouver;BC;Canada;;;0
987;161;Adam;Mattsson;;1939-5-1;Lund;SKå;Sweden;;;0
988;161;Alexander;Lindberg;;1939-2-27;Stockholm;STO;Sweden;;;0
989;161;Rodney;O'Breslin;;1945-7-1;Spanaway;WA;The United States;;;0
990;161;Linus;Pålsson;;1939-2-8;Göteborg;VäS;Sweden;;;0
991;161;Casper;Pettersson;;1939-12-11;Örebro;ÖRE;Sweden;;;0
992;161;Joel;Brink;;1939-12-18;Hässleholm;SKå;Sweden;;;0
993;161;Ozren;Mandic;;1939-3-8;Küsnacht;ZH;Switzerland;;;0
994;161;Sébastien;Schaller;;1946-5-3;Plan-les-Ouates;GE;Switzerland;;;0
995;161;Raphaël;Pittet;;1944-6-29;Nyon;VD;Switzerland;;;0
996;161;Raphael;Stahel;;1939-6-3;Winterthur;ZH;Switzerland;;;0
997;162;Alexander;Hinterleitner;;1947-3-11;Köflach;STE;Austria;;;0
998;162;Edin;Nokic;;1947-12-21;Göteborg;VäS;Sweden;;;0
999;162;Robert;Fredriksson;;1939-9-7;Karlskrona;BLE;Sweden;;;0
1000;162;Simon;Laine;;1939-8-14;Sundsvall;VäS;Sweden;;;0
1001;162;Erik;Weber;;1944-3-27;Stockholm;STO;Sweden;;;0
1002;162;Gustav;Ljung;;1939-7-8;Jönköping;JöN;Sweden;;;0
1003;162;Matt;Morrison;;1939-1-13;Surrey;BC;Canada;;;0
1004;162;Wayne;Fisher;;1939-6-4;Chula Vista;CA;The United States;;;0
1005;162;Elias;Karlsson;;1947-8-12;Malmö;SKå;Sweden;;;0
1006;162;Raphael;Hofer;;1941-10-9;Neunkirchen;NIE;Austria;;;0
1007;162;Erik;Nielsen;;1939-10-9;Umeå;VäS;Sweden;;;0
1008;162;Liam;Bauer;;1939-2-20;Wolfsberg;KäR;Austria;;;0
1009;162;Dennis;Kloiber;;1939-4-6;Reutte;TIR;Austria;;;0
1010;163;Munkhtogtokhiin;Bajtek;;1939-12-16;Hazel Grove & Bramhill;ENG;England;;;0
1011;163;Dag;Bergström;;1939-5-14;Enköping;UPP;Sweden;;;0
1012;163;Tom;Fisher;;1939-9-15;Laguna Niguel;CA;The United States;;;0
1013;163;Tobias;Åkerlund;;1939-1-29;Borås;VäS;Sweden;;;0
1014;163;Artur;Karlsson;;1941-5-5;Halmstad;HAL;Sweden;;;0
1015;163;Viktor;Apell;;1945-5-17;Bollnäs;GäV;Sweden;;;0
1016;163;Albin;Heed;;1940-8-7;Skellefteå;VäS;Sweden;;;0
1017;163;Tobias;Christensen;;1945-4-3;Bollnäs;GäV;Sweden;;;0
1018;163;Måns;Eklöf;;1946-5-8;Trollhättan;VäS;Sweden;;;0
1019;163;Felix;Sandberg;;1942-5-24;Stockholm;STO;Sweden;;;0
1020;163;Harold;Attoehow;;1939-6-4;Stockport;ENG;England;;;0
1021;163;Mick;Sworder;;1939-8-9;Oldham;ENG;England;;;0
1022;163;Byron;Boteler;;1940-9-11;Reading;ENG;England;;;0
1023;164;Alex;Andersen;;1940-5-11;Copenhagen;FRE;Denmark;;;0
1024;164;Bent;Krogh;;1939-11-15;Hammerum;RIN;Denmark;;;0
1025;164;Albin;Widerberg;;1939-5-5;Kalmar;KAL;Sweden;;;0
1026;164;Jimmie;Johansson;;1939-7-10;Motala;ÖST;Sweden;;;0
1027;164;Acke;Fagrell;;1944-11-21;Ekerö;STO;Sweden;;;0
1028;164;Marcus;Sjölin;;1939-6-18;Malmö;SKå;Sweden;;;0
1029;164;Tim;Andersson;;1939-12-29;Huddinge;STO;Sweden;;;0
1030;164;Dave;Muller;;1940-12-3;Centennial;CO;The United States;;;0
1031;164;Clarence;McNeill;;1943-4-5;Canton;SD;The United States;;;0
1032;164;Marcus;Nilsson;;1947-11-28;Uppsala;UPP;Sweden;;;0
1033;164;Børge;Bisgaard;;1939-5-14;Lyngby-Taarbæk;COP;Denmark;;;0
1034;164;Frederik;Rasmussen;;1943-1-27;Copenhagen;FRE;Denmark;;;0
1035;164;Flemming;Nielsen;;1939-10-12;Allingåbro;ARH;Denmark;;;0
1036;165;Thomas;Potier;;1945-6-23;Veynes;PRO;France;;;0
1037;165;Steven;Baron;;1942-4-18;Lezennes;NOR;France;;;0
1038;165;Daniel;Öberg;;1939-3-6;Eksjö;JöN;Sweden;;;0
1039;165;Christian;Woombill;;1939-3-29;Indianapolis;IN;The United States;;;0
1040;165;Ronald;Wright;;1939-6-1;Round Rock;TX;The United States;;;0
1041;165;Jason;Kifer;;1939-2-3;Elmhurst;IL;The United States;;;0
1042;165;Kevin;Blomqvist;;1946-4-8;Stockholm;STO;Sweden;;;0
1043;165;Miika;Kankaanpää;;1942-11-19;Stockholm;STO;Sweden;;;0
1044;165;Kim;Danielsson;;1939-5-11;Göteborg;VäS;Sweden;;;0
1045;165;Clément;Luce;;1945-10-12;Saint-Gratien;ÎLE;France;;;0
1046;165;Kevin;Fahlgren;;1939-1-24;Stockholm;STO;Sweden;;;0
1047;165;Ludwig;Nilsson;;1939-9-1;Umeå;VäS;Sweden;;;0
1048;165;Kevin;Philippe;;1947-11-23;Tourcoing;NOR;France;;;0
1049;165;Tom;Simon;;1940-9-2;Lingolsheim;ALS;France;;;0
1050;165;Emmanuel;Lavaud;;1944-10-28;Combs-la-Ville;ÎLE;France;;;0
1051;166;Filip;Lindstrand;;1944-7-30;Stockholm;STO;Latvia;;;0
1052;166;Ricards;Klive;;1939-9-18;Limbazi;LIM;Latvia;;;0
1053;166;Martin;Blomqvist;;1939-2-17;Göteborg;VäS;Sweden;;;0
1054;166;Adam;Öhman;;1939-8-18;Malmö;SKå;Sweden;;;0
1055;166;Andreas;Olsson;;1939-10-15;Uppsala;UPP;Sweden;;;0
1056;166;Niclas;Viklund;;1939-5-9;Stockholm;STO;Sweden;;;0
1057;166;Gustav;Ask;;1939-3-30;Stockholm;STO;Sweden;;;0
1058;166;Jacob;Hedlund;;1939-7-1;Göteborg;VäS;Sweden;;;0
1059;166;Anton;Johansson;;1939-12-1;Stockholm;STO;Sweden;;;0
1060;166;Andreas;Henriksson;;1939-8-17;Stockholm;STO;Sweden;;;0
1061;166;Viktor;Mattsson;;1940-10-3;Stockholm;STO;Sweden;;;0
